ANCIENNETE,REVENU_MENSUEL,NB_AFFAIRE,nbr_aff_payante,nbr_aff_gratuite,NB_RPA,NB_AFFAIRE_PP,NB_AFFAIRE_AUTO,NB_AFFAIRE_EDM,NB_aff_digital,NB_CPL,TYPE_CLIENT,CSP_MKT,PHASE_RELATION
160,2570.6062526121113,6,3,1,1,4,2,1,1,3,INACTIF,ETUDIANT,FIDELISE
11,8129.6292896885625,11,9,4,3,7,4,2,1,0,INACTIF,CADRE,NOUVEAU
138,5485.752775583326,5,9,3,3,1,4,1,0,1,ACTIF,OUVRIER,RISQUE
201,5856.34816953887,7,4,2,2,0,2,0,2,2,INACTIF,OUVRIER,RISQUE
78,11037.784619255217,5,3,0,2,4,0,3,1,0,INACTIF,OUVRIER,RISQUE
77,4313.054648527213,4,9,0,3,0,3,4,1,3,INACTIF,ETUDIANT,FIDELISE
185,8997.151828117068,1,5,2,3,0,3,2,2,3,ACTIF,CADRE,FIDELISE
153,4718.536171183623,7,6,3,3,4,2,0,0,3,ACTIF,CADRE,RISQUE
2,5032.975084830203,5,1,3,0,3,3,3,0,3,INACTIF,CADRE,RISQUE
64,10776.3505132412,4,9,0,3,1,4,1,2,2,ACTIF,CADRE,FIDELISE
35,5177.819245476653,6,2,2,4,4,3,3,0,1,ACTIF,ETUDIANT,NOUVEAU
7,2751.2571914095042,1,7,2,1,5,1,3,0,2,INACTIF,CADRE,RISQUE
85,6063.837576252625,3,6,0,1,0,4,4,0,3,INACTIF,ETUDIANT,FIDELISE
146,5154.526349665992,5,0,2,2,7,4,0,1,1,ACTIF,OUVRIER,NOUVEAU
67,6234.19168346772,8,3,2,3,7,2,3,1,0,INACTIF,ETUDIANT,FIDELISE
42,5232.804413344461,5,4,1,1,1,2,1,0,0,INACTIF,CADRE,RISQUE
118,9931.08923240953,2,2,1,1,4,3,1,2,2,INACTIF,ETUDIANT,FIDELISE
125,6613.4716776718715,11,3,4,4,3,3,4,2,0,INACTIF,CADRE,RISQUE
167,3350.070744548364,8,9,4,4,4,2,3,2,3,INACTIF,ETUDIANT,FIDELISE
169,5749.093604047709,3,9,3,0,4,0,1,0,1,INACTIF,CADRE,FIDELISE
203,3900.7403516659224,7,9,1,0,2,3,1,2,1,INACTIF,OUVRIER,RISQUE
231,5004.572314994092,5,6,1,1,7,0,4,1,2,ACTIF,OUVRIER,RISQUE
24,3679.1185788663543,3,7,1,2,5,4,3,2,1,INACTIF,ETUDIANT,RISQUE
188,9714.237046412047,10,8,1,1,1,1,4,2,0,INACTIF,OUVRIER,FIDELISE
46,4117.230769643556,6,1,3,2,4,0,3,1,2,ACTIF,CADRE,RISQUE
19,6875.128703988274,7,3,0,1,0,3,1,1,3,INACTIF,OUVRIER,FIDELISE
68,4853.041156246745,2,0,3,4,0,2,0,0,2,INACTIF,OUVRIER,NOUVEAU
218,3183.1736548544195,4,2,0,3,2,2,1,0,0,INACTIF,OUVRIER,FIDELISE
102,5895.298605799014,8,7,4,1,0,1,0,0,0,ACTIF,OUVRIER,RISQUE
42,6301.383674171413,6,6,1,0,4,1,3,0,0,INACTIF,CADRE,NOUVEAU
32,6617.253065509028,4,7,0,2,1,4,3,0,2,INACTIF,OUVRIER,NOUVEAU
167,1000.0,7,5,3,2,2,0,2,1,2,ACTIF,OUVRIER,NOUVEAU
109,3030.308572661818,5,4,0,1,5,1,3,1,1,ACTIF,ETUDIANT,RISQUE
238,7415.109438043769,5,9,2,2,6,4,3,1,2,INACTIF,CADRE,NOUVEAU
36,3652.786074782416,4,8,4,0,2,4,2,2,3,INACTIF,ETUDIANT,RISQUE
232,5905.888100620222,7,4,4,4,7,4,0,2,2,INACTIF,ETUDIANT,NOUVEAU
229,2983.950609542429,7,8,1,3,3,3,3,2,1,INACTIF,ETUDIANT,NOUVEAU
97,6963.20220431688,5,3,1,3,3,1,4,0,3,ACTIF,OUVRIER,NOUVEAU
164,7362.539191991148,2,4,3,2,1,2,3,2,3,INACTIF,OUVRIER,NOUVEAU
131,6963.819812344734,5,0,0,1,7,4,3,0,2,ACTIF,ETUDIANT,NOUVEAU
73,7565.1136247071945,1,5,2,2,7,2,1,0,1,INACTIF,CADRE,FIDELISE
136,8627.800289799066,3,2,4,0,1,3,3,0,1,ACTIF,CADRE,NOUVEAU
97,3151.8517367820505,11,9,0,1,6,0,3,0,3,INACTIF,ETUDIANT,FIDELISE
123,3922.656137697275,4,1,2,4,2,3,4,2,3,ACTIF,CADRE,RISQUE
70,7295.087140607589,6,5,0,0,4,3,2,1,1,ACTIF,ETUDIANT,RISQUE
169,7760.439543674962,5,0,1,4,4,1,2,0,0,INACTIF,OUVRIER,NOUVEAU
231,4151.314092856149,11,8,4,1,3,4,2,2,0,INACTIF,OUVRIER,RISQUE
196,4012.2278693488315,5,4,2,4,1,3,1,0,2,INACTIF,OUVRIER,NOUVEAU
13,4195.573020138989,7,6,1,0,6,4,3,0,1,ACTIF,CADRE,FIDELISE
49,2289.810071912108,6,9,3,0,1,2,0,1,3,INACTIF,ETUDIANT,RISQUE
60,2957.177635651849,6,8,3,2,4,0,0,0,0,INACTIF,CADRE,NOUVEAU
130,3005.4147099396932,7,8,1,1,3,0,4,1,3,ACTIF,CADRE,NOUVEAU
188,4911.803052388734,6,6,2,3,4,2,1,2,3,ACTIF,OUVRIER,RISQUE
5,6041.6730316679095,5,3,2,3,4,1,1,0,1,INACTIF,CADRE,RISQUE
172,6366.945663284745,2,3,4,4,2,2,3,1,3,ACTIF,ETUDIANT,RISQUE
27,4482.875493448638,3,6,1,3,1,2,0,0,1,ACTIF,CADRE,NOUVEAU
160,4532.025767438242,2,7,3,3,2,1,1,0,3,ACTIF,OUVRIER,NOUVEAU
149,5747.322990302522,4,6,1,0,2,1,4,0,0,ACTIF,CADRE,NOUVEAU
8,2507.970885701146,6,9,0,0,4,3,0,1,1,ACTIF,ETUDIANT,FIDELISE
230,7418.8810641661785,2,3,2,0,3,4,1,2,3,ACTIF,CADRE,NOUVEAU
200,8070.770558028542,6,3,0,3,4,0,3,1,2,INACTIF,ETUDIANT,NOUVEAU
50,4248.83872462392,6,7,3,4,5,1,3,2,2,INACTIF,ETUDIANT,NOUVEAU
67,4703.1276813024415,7,8,2,1,3,1,3,1,2,INACTIF,OUVRIER,RISQUE
44,7986.624449690339,5,6,3,2,6,3,3,1,2,INACTIF,OUVRIER,NOUVEAU
125,5253.896818020201,2,2,3,4,1,3,0,2,0,INACTIF,OUVRIER,FIDELISE
58,6676.49089190326,2,9,3,0,5,4,0,2,0,INACTIF,OUVRIER,FIDELISE
3,5315.389212398452,7,0,4,4,5,1,1,2,2,INACTIF,OUVRIER,RISQUE
86,8612.614776960549,3,4,3,1,5,1,4,1,3,INACTIF,ETUDIANT,FIDELISE
70,6480.159256502991,8,5,3,0,0,3,2,2,0,ACTIF,ETUDIANT,FIDELISE
130,6595.311543838385,3,8,0,1,1,2,2,0,2,INACTIF,ETUDIANT,NOUVEAU
215,6632.613077467174,3,4,0,2,4,4,3,0,0,INACTIF,ETUDIANT,NOUVEAU
172,4389.772527344576,6,0,0,4,3,1,1,0,0,ACTIF,CADRE,NOUVEAU
2,4573.52172615493,6,3,2,2,5,0,2,0,3,ACTIF,ETUDIANT,NOUVEAU
102,7038.4912791199495,4,1,4,3,0,0,2,2,3,INACTIF,OUVRIER,NOUVEAU
209,5752.825658867235,5,3,2,4,5,3,2,2,1,ACTIF,ETUDIANT,FIDELISE
35,3144.7779843764542,7,6,4,3,3,0,2,0,3,INACTIF,CADRE,NOUVEAU
98,9246.20884924956,5,8,4,1,6,3,2,2,2,ACTIF,CADRE,FIDELISE
215,7456.1437345941995,5,2,1,3,3,2,1,0,1,INACTIF,OUVRIER,RISQUE
30,5575.2526476900375,5,2,1,1,6,3,2,1,2,ACTIF,CADRE,FIDELISE
116,4952.998036400069,4,3,1,2,0,1,2,2,3,ACTIF,CADRE,NOUVEAU
8,5897.351715060166,6,6,4,0,7,0,1,1,3,INACTIF,OUVRIER,NOUVEAU
150,6535.040198314855,2,5,4,2,0,1,0,2,0,INACTIF,ETUDIANT,NOUVEAU
44,1433.9985286599049,4,4,2,3,7,0,0,2,2,INACTIF,CADRE,RISQUE
186,9724.699418971508,5,3,4,1,1,0,0,2,1,INACTIF,CADRE,RISQUE
36,3920.2313816661604,7,7,3,3,2,3,2,1,3,INACTIF,ETUDIANT,FIDELISE
197,5496.188734022486,3,3,3,0,5,4,1,1,1,ACTIF,OUVRIER,FIDELISE
77,5569.733765558292,9,2,4,4,0,0,0,0,3,ACTIF,CADRE,NOUVEAU
221,9493.700437377702,2,6,3,4,5,0,3,1,3,INACTIF,CADRE,NOUVEAU
31,5323.752317986611,3,1,4,4,2,4,3,1,0,ACTIF,OUVRIER,NOUVEAU
47,8677.014588707258,6,3,1,3,2,1,1,0,1,ACTIF,CADRE,FIDELISE
55,6313.4549389222275,5,7,4,4,2,0,2,1,3,INACTIF,ETUDIANT,NOUVEAU
208,3576.2302755881014,7,3,1,1,6,3,0,1,3,ACTIF,CADRE,FIDELISE
106,5769.414936205609,2,9,0,0,2,4,2,0,0,INACTIF,CADRE,FIDELISE
190,5262.982556570175,8,6,3,2,0,4,0,1,3,ACTIF,CADRE,NOUVEAU
158,3331.859030191542,7,1,0,1,5,0,4,0,0,INACTIF,ETUDIANT,NOUVEAU
121,6215.445538944483,2,4,3,0,3,1,4,2,0,ACTIF,ETUDIANT,FIDELISE
55,5544.205499699712,6,3,0,2,5,1,2,2,0,ACTIF,CADRE,FIDELISE
144,6612.84341091708,3,8,4,4,5,2,3,1,3,INACTIF,ETUDIANT,FIDELISE
12,5886.70555919663,4,6,0,2,0,2,2,2,0,INACTIF,CADRE,FIDELISE
145,4197.794205971859,5,8,3,3,0,3,0,1,1,ACTIF,OUVRIER,RISQUE
144,7036.667984580629,4,9,2,3,4,0,2,0,1,INACTIF,OUVRIER,NOUVEAU
140,4251.203439492841,6,6,3,4,4,1,2,0,1,ACTIF,CADRE,FIDELISE
136,1000.0,5,1,2,4,1,2,0,0,1,INACTIF,OUVRIER,RISQUE
212,5757.305895908434,6,1,4,1,2,0,3,2,0,INACTIF,ETUDIANT,RISQUE
3,4391.8525455320205,3,1,3,1,2,0,4,0,2,ACTIF,CADRE,FIDELISE
144,6264.26100879327,4,4,0,3,4,1,0,0,3,ACTIF,CADRE,RISQUE
30,9497.743471879428,3,0,4,0,3,0,2,1,3,ACTIF,CADRE,RISQUE
237,9555.479386296116,4,6,3,1,1,4,1,1,2,ACTIF,CADRE,RISQUE
23,5169.75415555632,4,1,4,0,5,2,2,1,2,ACTIF,CADRE,NOUVEAU
92,3846.9696575078888,5,3,2,3,3,3,2,1,3,INACTIF,OUVRIER,FIDELISE
115,6669.366563835843,4,8,4,1,4,2,1,0,3,ACTIF,ETUDIANT,NOUVEAU
104,4759.548816267291,6,7,0,0,5,0,2,1,2,INACTIF,OUVRIER,RISQUE
118,6283.553044693885,5,9,3,0,3,4,1,2,1,INACTIF,ETUDIANT,RISQUE
5,4178.278475546292,7,1,2,1,2,2,2,2,0,INACTIF,ETUDIANT,RISQUE
212,6001.3848320455045,5,3,4,4,7,1,3,2,3,INACTIF,ETUDIANT,NOUVEAU
104,3876.0516954130476,5,3,1,2,7,4,4,1,3,INACTIF,ETUDIANT,FIDELISE
108,7868.5068320629325,6,1,2,4,4,2,3,0,3,INACTIF,ETUDIANT,RISQUE
65,4320.044618494775,3,1,2,2,5,0,0,1,1,ACTIF,CADRE,NOUVEAU
121,6822.205071469938,7,4,0,0,3,1,0,2,1,ACTIF,CADRE,NOUVEAU
30,2970.465433628962,6,3,0,1,1,0,2,1,3,INACTIF,CADRE,NOUVEAU
149,7062.347713221382,7,7,4,3,1,0,0,2,1,ACTIF,CADRE,NOUVEAU
84,3567.231861463599,7,3,1,1,0,1,0,0,3,ACTIF,OUVRIER,FIDELISE
198,6022.353613949019,5,7,2,4,6,4,2,0,0,ACTIF,OUVRIER,RISQUE
150,7546.401946695973,5,4,4,2,5,2,2,0,1,ACTIF,CADRE,RISQUE
210,5100.034202886442,5,0,1,1,4,4,4,0,0,ACTIF,CADRE,FIDELISE
200,3441.6661785081337,7,8,4,2,4,1,1,0,2,INACTIF,ETUDIANT,RISQUE
231,6493.625014271843,3,7,2,4,7,2,2,1,3,ACTIF,ETUDIANT,NOUVEAU
32,3818.037202026904,6,0,4,4,5,1,4,0,1,INACTIF,ETUDIANT,RISQUE
161,4691.508801605542,6,2,0,1,4,3,3,1,0,INACTIF,CADRE,NOUVEAU
16,6030.925318991454,3,2,0,3,2,3,0,2,1,ACTIF,CADRE,FIDELISE
204,8221.35207221541,8,4,3,3,7,4,1,2,2,INACTIF,OUVRIER,RISQUE
38,5553.106707598938,7,6,1,2,2,1,3,0,0,INACTIF,ETUDIANT,RISQUE
226,5545.715019690247,3,0,2,1,4,2,2,1,2,ACTIF,ETUDIANT,FIDELISE
142,6975.025787245702,4,0,1,0,7,4,3,0,2,INACTIF,OUVRIER,NOUVEAU
36,5600.743793345993,2,9,0,4,5,3,4,2,0,ACTIF,ETUDIANT,RISQUE
225,6771.060399665796,4,5,2,2,3,3,2,1,1,INACTIF,ETUDIANT,NOUVEAU
151,7657.067092125894,3,4,3,4,7,3,2,2,0,ACTIF,CADRE,RISQUE
114,4844.525699464001,5,2,0,2,2,4,1,1,2,ACTIF,OUVRIER,FIDELISE
237,1000.0,6,2,0,1,5,2,4,2,3,INACTIF,OUVRIER,RISQUE
66,3864.1458128290674,6,3,1,2,4,3,0,0,0,INACTIF,ETUDIANT,NOUVEAU
105,7917.364021670606,4,9,4,2,2,4,3,0,3,INACTIF,OUVRIER,RISQUE
85,5432.470437204692,4,1,1,0,5,4,1,0,1,INACTIF,ETUDIANT,FIDELISE
2,4821.739458144202,5,8,0,2,0,0,1,2,0,ACTIF,ETUDIANT,NOUVEAU
219,7833.569986406415,8,3,1,3,7,0,2,2,3,ACTIF,CADRE,FIDELISE
201,5297.3501675402085,5,9,4,2,1,2,3,2,2,INACTIF,CADRE,NOUVEAU
193,1314.933588501688,8,2,3,2,6,3,1,0,1,ACTIF,ETUDIANT,NOUVEAU
75,2489.3958779833133,2,9,2,1,0,0,2,2,3,INACTIF,OUVRIER,RISQUE
67,6337.296041633812,7,6,0,2,4,2,2,2,1,INACTIF,OUVRIER,FIDELISE
180,5366.218116810547,11,8,1,0,5,0,4,0,0,ACTIF,CADRE,FIDELISE
190,8409.312957658443,4,1,0,1,1,3,2,2,3,INACTIF,ETUDIANT,RISQUE
151,4033.4626323916464,6,5,2,4,3,4,0,1,0,ACTIF,ETUDIANT,NOUVEAU
154,4880.998475992411,3,4,1,3,4,3,4,2,0,ACTIF,CADRE,RISQUE
196,3730.9938538799606,3,0,3,3,3,0,4,0,2,ACTIF,ETUDIANT,FIDELISE
210,4458.811644639094,1,6,2,4,3,3,0,1,3,ACTIF,CADRE,NOUVEAU
55,1716.1921974927523,3,0,4,2,2,4,0,0,3,ACTIF,ETUDIANT,FIDELISE
6,4728.630671898936,6,9,4,0,2,1,1,0,3,ACTIF,OUVRIER,NOUVEAU
163,5396.262272460196,3,8,0,0,1,4,1,0,1,ACTIF,CADRE,NOUVEAU
150,5227.338315068632,2,3,4,0,1,0,0,1,1,INACTIF,ETUDIANT,RISQUE
171,9799.106527465618,6,7,1,0,5,4,1,1,1,ACTIF,ETUDIANT,FIDELISE
143,9166.969154353963,4,0,4,2,2,2,0,0,1,INACTIF,CADRE,RISQUE
86,3998.201058077829,3,4,3,4,7,3,0,2,3,ACTIF,ETUDIANT,RISQUE
60,1412.1266106948083,6,2,1,4,7,1,2,1,3,INACTIF,ETUDIANT,RISQUE
101,5301.599294136887,2,3,0,3,6,1,1,0,1,ACTIF,ETUDIANT,FIDELISE
234,6253.020276341241,3,3,0,4,1,3,4,2,2,ACTIF,CADRE,FIDELISE
12,3779.0318532343294,10,7,4,0,5,3,4,0,3,ACTIF,OUVRIER,NOUVEAU
239,3878.0487321485543,7,9,4,2,7,2,1,1,1,INACTIF,ETUDIANT,NOUVEAU
49,8665.109938625064,4,9,0,1,0,4,1,1,0,INACTIF,CADRE,NOUVEAU
42,4984.896857709392,1,2,1,1,4,1,1,2,2,ACTIF,CADRE,NOUVEAU
166,6824.5003713914775,3,0,2,0,0,0,1,1,3,INACTIF,ETUDIANT,RISQUE
82,3639.38860429111,7,4,0,3,4,3,2,0,2,ACTIF,CADRE,NOUVEAU
173,5386.119082550414,7,1,3,1,5,3,0,0,1,INACTIF,ETUDIANT,FIDELISE
35,4827.323292730975,3,5,1,0,2,1,1,2,0,INACTIF,CADRE,NOUVEAU
158,4149.253522393424,7,3,2,2,6,3,1,2,0,ACTIF,OUVRIER,FIDELISE
216,7810.600823043385,2,8,2,1,0,1,0,2,1,ACTIF,OUVRIER,RISQUE
234,2722.245980733972,5,6,1,0,6,0,0,2,2,INACTIF,OUVRIER,RISQUE
158,6100.113651022579,2,1,0,1,3,0,0,0,3,INACTIF,OUVRIER,FIDELISE
206,4789.756689019003,4,6,2,2,0,1,3,0,1,INACTIF,OUVRIER,RISQUE
134,6329.648964071748,5,9,3,4,1,3,4,0,2,ACTIF,OUVRIER,FIDELISE
67,4816.846735563285,3,7,1,4,0,2,1,0,1,INACTIF,OUVRIER,FIDELISE
80,7234.386123837879,4,2,4,2,7,2,2,2,0,ACTIF,ETUDIANT,FIDELISE
7,3620.5948034956964,5,2,0,2,2,4,2,1,3,INACTIF,ETUDIANT,RISQUE
180,7815.106383350623,2,1,1,4,2,2,0,0,1,INACTIF,ETUDIANT,NOUVEAU
14,5442.394610651157,5,0,3,2,6,3,2,1,0,ACTIF,CADRE,RISQUE
73,2842.9949419697527,6,2,2,2,1,2,4,2,1,ACTIF,CADRE,RISQUE
143,6860.430911805646,2,9,0,2,4,4,1,2,0,ACTIF,OUVRIER,RISQUE
149,5102.300512964698,5,6,0,4,1,0,2,1,0,INACTIF,OUVRIER,RISQUE
163,2084.3241477209117,5,8,1,4,7,1,4,2,3,INACTIF,CADRE,RISQUE
66,6164.936167517741,7,8,1,1,5,2,4,1,0,INACTIF,OUVRIER,NOUVEAU
91,7513.1914305554,8,5,3,4,4,1,3,0,3,ACTIF,CADRE,NOUVEAU
130,8064.271480720262,7,5,4,1,2,1,3,2,3,ACTIF,OUVRIER,FIDELISE
163,4743.296234800468,4,4,1,4,6,0,2,2,0,ACTIF,OUVRIER,NOUVEAU
210,5790.636110651476,7,1,1,3,6,4,4,1,0,INACTIF,OUVRIER,RISQUE
206,5601.072685585823,6,6,1,1,2,3,0,1,3,INACTIF,CADRE,FIDELISE
20,8479.605263142706,7,0,3,2,5,3,3,1,1,INACTIF,OUVRIER,RISQUE
210,3879.0228352533663,5,5,2,3,4,3,4,1,1,ACTIF,CADRE,FIDELISE
10,4570.681095590917,5,3,4,4,0,4,3,1,1,INACTIF,OUVRIER,RISQUE
25,3830.5593811003873,5,2,3,4,0,4,1,2,2,ACTIF,ETUDIANT,FIDELISE
194,2601.698953774226,7,0,1,3,1,4,4,1,0,INACTIF,ETUDIANT,FIDELISE
25,5995.574362104164,5,5,2,0,6,2,4,0,3,ACTIF,CADRE,NOUVEAU
54,8702.596663555174,2,6,1,2,2,1,1,1,2,INACTIF,ETUDIANT,FIDELISE
33,5103.031082969878,4,0,3,1,0,4,3,2,0,INACTIF,ETUDIANT,NOUVEAU
164,3736.2067569137316,7,0,0,3,2,4,1,0,3,ACTIF,OUVRIER,NOUVEAU
95,5873.7194044641365,7,6,1,1,1,2,2,2,0,ACTIF,OUVRIER,NOUVEAU
14,6678.236357545311,6,5,2,4,3,1,0,1,1,ACTIF,OUVRIER,FIDELISE
65,5187.273725126855,3,6,4,0,2,3,3,2,2,ACTIF,CADRE,NOUVEAU
110,8307.070663908355,1,7,0,0,7,0,4,2,3,INACTIF,OUVRIER,NOUVEAU
80,3875.2762114249563,4,7,1,1,7,4,2,1,0,ACTIF,OUVRIER,FIDELISE
54,4926.0607269752745,9,8,1,4,3,4,3,2,3,INACTIF,CADRE,FIDELISE
238,6091.975809685924,5,8,2,0,6,0,0,2,3,INACTIF,OUVRIER,RISQUE
125,6285.927505235654,4,6,0,2,7,4,4,2,3,INACTIF,ETUDIANT,RISQUE
180,5594.456184596322,4,8,0,4,2,4,1,0,1,ACTIF,OUVRIER,FIDELISE
131,2943.1601552857037,7,5,0,3,4,4,0,2,3,ACTIF,CADRE,NOUVEAU
227,10176.02280841266,4,8,1,3,5,0,3,1,2,ACTIF,CADRE,FIDELISE
169,5028.0601699078,6,1,0,3,7,2,4,1,2,ACTIF,ETUDIANT,FIDELISE
134,5720.535037169314,2,1,1,2,3,2,3,2,0,ACTIF,OUVRIER,RISQUE
25,6733.522186345961,7,5,1,4,4,0,0,1,0,ACTIF,ETUDIANT,RISQUE
141,4226.989274700942,3,2,0,1,5,2,4,0,3,ACTIF,OUVRIER,FIDELISE
117,5613.852841741552,3,1,3,1,4,3,0,1,1,ACTIF,CADRE,NOUVEAU
226,4145.619524693411,6,7,4,4,1,3,3,1,2,INACTIF,CADRE,FIDELISE
136,6331.101482948462,4,6,4,2,7,0,4,2,3,INACTIF,ETUDIANT,FIDELISE
149,4947.954702888861,7,7,3,4,1,1,4,0,2,ACTIF,CADRE,RISQUE
226,6037.437054609337,6,5,0,1,0,4,4,0,0,INACTIF,CADRE,NOUVEAU
196,3406.925307028797,8,8,1,4,3,1,3,1,1,ACTIF,OUVRIER,RISQUE
25,3842.1671319875886,3,8,2,3,0,4,2,1,2,ACTIF,ETUDIANT,NOUVEAU
79,2769.718646286396,5,1,3,4,7,2,3,2,0,ACTIF,ETUDIANT,FIDELISE
68,4078.9398413475847,6,9,4,0,6,2,1,2,2,INACTIF,OUVRIER,FIDELISE
173,1000.0,3,4,4,4,3,3,2,0,3,ACTIF,OUVRIER,NOUVEAU
188,4885.799588624346,4,8,1,1,1,1,3,2,2,INACTIF,ETUDIANT,NOUVEAU
12,4431.5194560741475,8,2,4,1,1,0,1,0,2,INACTIF,CADRE,FIDELISE
32,5801.821927250139,4,4,4,1,5,4,0,0,3,ACTIF,ETUDIANT,NOUVEAU
128,5589.215448868579,4,7,1,3,5,2,1,1,1,INACTIF,OUVRIER,FIDELISE
96,8014.159536962141,4,1,0,1,1,4,4,0,1,INACTIF,ETUDIANT,NOUVEAU
92,10688.620369548222,4,5,4,0,6,0,2,0,3,ACTIF,CADRE,RISQUE
141,7775.078026301269,8,3,0,4,3,4,3,0,1,ACTIF,ETUDIANT,NOUVEAU
31,4593.784821249824,7,5,2,2,7,3,3,0,1,ACTIF,ETUDIANT,RISQUE
78,4513.21850058022,7,2,0,1,6,0,4,1,3,ACTIF,CADRE,RISQUE
20,7237.326084711431,5,5,1,4,6,0,2,2,2,ACTIF,CADRE,RISQUE
146,2133.310610854335,7,6,1,3,1,4,2,2,1,INACTIF,CADRE,RISQUE
221,4869.594147673042,4,9,1,4,0,4,4,0,0,INACTIF,CADRE,RISQUE
60,5023.694129912284,7,2,4,1,4,2,2,2,0,INACTIF,OUVRIER,RISQUE
191,6668.2629696376225,2,4,3,1,5,4,4,2,3,INACTIF,ETUDIANT,RISQUE
134,6727.732692281561,2,7,4,1,6,0,1,0,0,INACTIF,ETUDIANT,NOUVEAU
160,4010.8789192139416,5,1,0,0,3,4,4,0,0,ACTIF,ETUDIANT,NOUVEAU
93,4671.254676589632,5,6,2,4,4,2,3,2,3,INACTIF,ETUDIANT,RISQUE
43,6390.208509665414,8,0,2,2,0,1,0,1,0,ACTIF,ETUDIANT,RISQUE
130,3902.1586881624703,6,6,2,0,2,3,1,2,0,INACTIF,OUVRIER,RISQUE
60,7912.236869548566,5,0,2,2,5,0,3,0,2,INACTIF,OUVRIER,NOUVEAU
151,6718.350466880482,8,3,3,1,7,2,1,2,3,INACTIF,ETUDIANT,NOUVEAU
211,5843.019096389687,5,3,2,2,1,3,3,2,1,ACTIF,ETUDIANT,FIDELISE
31,6281.881196561839,7,4,4,2,5,4,2,1,3,INACTIF,ETUDIANT,FIDELISE
5,4566.218766118401,4,1,2,0,5,4,4,2,0,ACTIF,OUVRIER,FIDELISE
211,4247.417155624763,7,5,1,0,5,1,3,2,0,INACTIF,ETUDIANT,NOUVEAU
162,4650.555567722558,6,5,0,4,0,4,3,0,1,INACTIF,CADRE,NOUVEAU
10,6499.933384519699,5,7,4,2,2,3,2,1,1,ACTIF,OUVRIER,NOUVEAU
89,5902.029961417307,3,9,3,0,3,2,0,2,2,ACTIF,CADRE,NOUVEAU
130,4654.57108061458,5,0,4,4,0,1,0,2,0,INACTIF,CADRE,RISQUE
126,6999.163486615311,5,3,1,2,7,3,4,0,0,INACTIF,CADRE,FIDELISE
11,5152.107155327692,4,1,2,2,3,2,2,0,0,INACTIF,OUVRIER,FIDELISE
178,4113.378508821664,1,7,2,1,4,3,1,1,2,INACTIF,CADRE,FIDELISE
159,6008.683018597041,6,3,3,0,4,4,3,1,3,ACTIF,ETUDIANT,RISQUE
56,3473.9409767543243,6,7,0,3,7,3,4,1,1,INACTIF,ETUDIANT,RISQUE
207,2125.5525001285973,7,1,2,0,3,1,0,0,2,ACTIF,CADRE,FIDELISE
201,5489.790848869472,8,3,3,1,6,3,1,0,2,ACTIF,OUVRIER,RISQUE
215,4185.172412578233,7,8,2,4,4,0,2,0,0,INACTIF,ETUDIANT,NOUVEAU
83,4991.691294660301,1,4,4,0,4,4,3,0,1,ACTIF,OUVRIER,RISQUE
137,3566.5341637111005,5,5,3,2,7,3,3,1,3,INACTIF,ETUDIANT,FIDELISE
99,7917.86427940514,4,9,3,3,7,2,0,1,0,INACTIF,OUVRIER,FIDELISE
149,4177.014512143724,8,8,3,4,1,4,0,1,2,ACTIF,ETUDIANT,RISQUE
73,4636.00124365838,3,8,2,0,3,2,4,0,2,ACTIF,CADRE,NOUVEAU
156,6255.766535166468,1,6,3,4,3,1,3,0,1,INACTIF,CADRE,NOUVEAU
190,2746.771403354634,2,1,4,2,2,0,3,0,1,INACTIF,CADRE,FIDELISE
238,2598.9004535025915,3,6,0,3,7,3,3,0,1,ACTIF,OUVRIER,FIDELISE
115,6261.905671386826,7,8,0,2,5,4,3,2,0,ACTIF,CADRE,RISQUE
7,4610.104739075661,4,1,1,3,1,3,1,1,2,ACTIF,OUVRIER,NOUVEAU
80,3697.009786211688,7,6,4,4,0,3,2,1,1,INACTIF,ETUDIANT,RISQUE
144,6706.74634589464,11,6,4,0,1,4,1,2,3,INACTIF,ETUDIANT,FIDELISE
97,3876.156681784014,3,2,3,3,0,0,2,1,1,ACTIF,OUVRIER,RISQUE
4,4950.975400902151,7,5,1,2,3,0,1,0,1,INACTIF,CADRE,FIDELISE
4,3707.7390640549743,5,7,4,3,1,1,4,1,0,INACTIF,OUVRIER,FIDELISE
103,6106.8743724996475,9,9,4,4,6,4,2,0,0,ACTIF,OUVRIER,RISQUE
40,8164.152385433548,5,7,4,4,2,4,3,0,0,ACTIF,OUVRIER,RISQUE
17,1777.9201413357705,7,2,2,4,5,2,2,0,0,ACTIF,ETUDIANT,FIDELISE
101,5725.315377501292,4,5,4,0,4,2,3,2,1,INACTIF,ETUDIANT,NOUVEAU
103,7213.176883772701,3,1,2,4,0,2,4,1,2,INACTIF,ETUDIANT,NOUVEAU
124,4657.044505388454,5,1,4,0,4,0,2,0,3,ACTIF,CADRE,FIDELISE
52,3237.9152514082293,4,7,0,1,5,1,0,1,3,INACTIF,ETUDIANT,RISQUE
221,6341.927054254807,8,9,2,3,3,1,3,2,2,INACTIF,ETUDIANT,FIDELISE
52,7503.3070067542,4,4,2,2,3,3,2,1,3,ACTIF,OUVRIER,NOUVEAU
164,7281.044355290937,3,4,3,0,3,1,1,1,1,ACTIF,CADRE,FIDELISE
